reviewId,content,score
9808e7d8-2470-4974-b85f-ec3ed577ffbc,I am the boy that I like the camera and the pictures,5
c6e50286-ce75-46a0-b2ee-66790d56755f,👍👍👍,5
326b1b23-afdd-422e-a0c2-b7782e5e6cd5,Please give boomerang and wide angle in android,5
3c86ddf8-0d67-4224-a87d-df1e8ee2e827,Mahreen,5
9084cee1-01d4-4d91-9e04-698934ff19c3,"New ai feature is unwanted and junk addon. Remove this trash option. Discovery is nothing but spam and clickbait. Clickbait app. Forced to agree to extra camera features to get you more addicted to the app. Stop forcing user to use this dumb public profiles no one asked for!!!! Added feature automatic send spam to phone without any type of confirmation!! App has declined greatly by pushing spam ""news"" and compromising privacy without asking the user for any type of confirmation and sending spam",1
3a722450-bdbe-4e94-85ac-67a9b6907e88,I love,5
8295dadc-6014-4d8c-9301-ace9b25c56aa,Super,5
6a109fec-4240-4dd6-b5e0-bf3d2a2627db,Very useful in this app,5
56caa2e0-51be-42b3-bf59-46cee80e3d31,Waste app not showing me any friend requests option or removeing option,1
d588f28b-0e50-48e1-843a-2c2e60011b77,👌👌,5
f40be4d8-40e9-40db-8cdb-ba3a7b39efc4,Professional Business women,5
15b0a22b-e4f1-4245-abb4-d33753ae52a2,I Like this app,5
43228790-cfcd-41db-9f0f-b50547c8ff5a,You snitch if someone screenshots a profile? What is wrong with you? Overused and recycled filters. Nothing new. Disgusting filth all over. Quick add is terrivly pushy and annoying. Your DISCOVER and Quick Add are complete trash. Let me hide the QUICK ADD people I don't know. I don't want to see this. Your DISCOVER is nothing but a disgusting thirst trap. Clicking hide content or creator does absolutely nothing and I see the same garbage content every time I open the app.,1
9ce3a347-641f-4b0e-9cfc-028f8da54b1f,Nyc app 👌👌,5
23bdda20-4502-40a7-b8b7-36a8147c3d9a,😘😘😘😍,5
bef87f7b-ff9a-46ae-b1b3-5ba9dcc7ef38,Too many bugs🤬🤬🤬,1
3d79846a-800b-42b2-bbab-e7d4c707bdd7,bhot acha app ha ya I like it,5
ce60368d-4b50-4bdc-a3a0-b3fd7f401bde,Please no update help me storge full,5
